park,name,lat,lon,category,score,has_plaque,wikidata,wikipedia,image,operator,website,start_date,opening_hours,osmid,google_place_id,google_name,google_rating,google_ratings_total
"Griffith Park, Los Angeles, Los Angeles County, California, United States",William Mulholland Memorial,34.11608,-118.2716587,historic,20.712,False,,,,nan,nan,nan,nan,"('node', 358850403)",ChIJX45nlMbAwoAR6pknP2VWgkQ,William Mulholland Memorial Fountain,4.5,212
"Griffith Park, Los Angeles, Los Angeles County, California, United States",Greenberg Memorial Bench,34.1194797,-118.2825119,tourism,12.0,False,,,,nan,nan,nan,nan,"('node', 4723311770)",,,,
"Griffith Park, Los Angeles, Los Angeles County, California, United States",Astronomers' Monument,34.1189069,-118.3003754,historic,16.277,False,,,,nan,nan,nan,nan,"('node', 576589857)",ChIJx2-geia_woARa1ZS7v4sB0Q,Astronomers Monument,4.8,277
"Griffith Park, Los Angeles, Los Angeles County, California, United States",Griffith Observatory,34.11825390276451,-118.30034801754286,tourism,13.0,False,Q575901,,,nan,https://griffithobservatory.org/,nan,Tu-Fr 12:00-22:00; Sa-Su 10:00-22:00,"('way', 422130705)",ChIJywjU6WG_woAR3NrWwrEH_3M,Griffith Observatory,4.7,16892
"Griffith Park, Los Angeles, Los Angeles County, California, United States",Joe & Sally Goldman Memorials,34.1279241,-118.302066,historic,15.0,False,,,,nan,nan,nan,nan,"('node', 3809512383)",ChIJVRW55lO_woARCwWs0rRYug0,Holy Cross Monuments,4.3,4
"Griffith Park, Los Angeles, Los Angeles County, California, United States",The Tiffany & Co. Foundation Overlook,34.1262598,-118.3055928,tourism,11.0,False,,,,nan,nan,nan,nan,"('node', 3809512586)",ChIJbeldqX2_woARXJmWaX8yj1U,Captain's Roost,4.8,48
"Griffith Park, Los Angeles, Los Angeles County, California, United States",Mount Hollywood,34.1281825,-118.301156,natural,4.551,False,Q12038821,,,nan,nan,nan,nan,"('node', 358785980)",ChIJERg_oX2_woARgfZkV2c4ywo,Mt Hollywood,4.7,51
