park,name,lat,lon,category,score,has_plaque,wikidata,wikipedia,image,operator,website,start_date,opening_hours,osmid,google_place_id,google_name,google_rating,google_ratings_total
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",José Martí,34.0757267,-118.261272,historic,12.0,False,,,,,,,,"('node', 11035046597)",ChIJ5zuKFg3HwoARdszc7v9A7PA,José Martí Square,2,1
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",José Martí,34.075724449999996,-118.26126515,historic,10.0,False,,,,,,,,"('way', 1188384288)",ChIJ5zuKFg3HwoARdszc7v9A7PA,José Martí Square,2,1
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",bicicleta,34.0759851,-118.2613139,tourism,7.572,False,,,,,,,,"('node', 11035043129)",ChIJneyMbx7HwoAR1okRGZcO_CM,Revenge Fantasy Cycles,4.5,72
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",Lady of the Lake,34.0743259,-118.2607757,tourism,6.0,False,,,,,,,,"('node', 11035046529)",ChIJpeMVLhvHwoARIFTmna4_wCE,Lady Of The Lake,,
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",Nature’s Water Treatment Plant: Wetlands,34.0748408,-118.259329,tourism,6.0,False,,,,,,,,"('node', 12692220401)",ChIJi9U3r6q9woARlNHzK0Eiwas,Protected Wetlands,5,3
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",Life at Echo Park Lake,34.0747343,-118.2592315,tourism,6.0,False,,,,,,,,"('node', 12692215800)",ChIJH2EEGwDHwoARqFcmL4x5Omk,Echo Park Lake,4.8,15
"Echo Park, Angeleno Heights, Echo Park, Los Angeles, Los Angeles County, California, United States",Echo Lake,34.07297403378253,-118.2606177035864,natural,2.605,False,,,,,,,,"('relation', 3250889)",ChIJIwWKK0mgs0wR4bKtEKGNjCU,Echo Lake,4.6,105
