park,name,lat,lon,category,score,has_plaque,wikidata,wikipedia,image,operator,website,start_date,opening_hours,osmid,google_place_id,google_name,google_rating,google_ratings_total
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Rock Creek Park Nature Center and Planetarium,38.95995012042218,-77.05168727033755,tourism,12.602,False,Q99389164,,,nan,https://www.nps.gov/rocr/planyourvisit/nature-center-and-planetarium.htm,,Th-Su 09:00-17:00,"('way', 73901645)",ChIJ111pDlLIt4kRmIqemAXupxs,Rock Creek Park Nature Center and Planetarium,4.5,102
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Rock Creek Park,38.9613768,-77.0528325,tourism,8.5,False,,,,National Park Service,nan,,nan,"('node', 12297704281)",ChIJQ1kiavDIt4kRLWJc0bdnEmA,Rock Creek Park,4.8,4358
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Fort de Russy,38.963278644198404,-77.0509423755736,historic,8.0,False,Q5471024,"en:Fort DeRussy (Washington, D.C.)",,nan,nan,,nan,"('way', 83669494)",ChIJ0cayWFHIt4kRrEMmSbAJL5s,Fort De Russy,3.7,30
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Rock Creek Garden,38.966737038925125,-77.05359382073948,leisure,7.0,False,,,,nan,nan,,nan,"('way', 66819507)",ChIJpXTV7dzIt4kR-g2M_r7mXH4,Rock Creek Gardens,,
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Herring Habitat,38.9648635,-77.0470083,tourism,6.0,False,,,,nan,nan,,nan,"('node', 12398589824)",,,,
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Rock Creek Park,38.96275786669906,-77.04600562177296,leisure,6.5,False,Q2172035,en:Rock Creek Park,,National Park Service,https://www.nps.gov/rocr/index.htm,,nan,"('relation', 4610875)",ChIJQ1kiavDIt4kRLWJc0bdnEmA,Rock Creek Park,4.8,4358
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Family Tree of Hope Sculpture,38.9509441,-77.0416437,tourism,10.0,False,Q49488264,,,nan,nan,,nan,"('node', 358958089)",ChIJE2toZfhYwokRVZQNXbjydG0,Hope Sculpture,4.5,1292
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Pulpit Rock,38.9453193,-77.0465957,tourism,11.5,False,,,,nan,nan,,nan,"('node', 4106932147)",ChIJCetU9hvVO0YRi7ejv73mg0o,Pulpit Rock,4.8,4060
"Rock Creek Park, Ward 4, Washington, District of Columbia, United States",Jules Jusserand Memorial,38.93798155,-77.05117865,historic,12.0,False,Q49508961,,,nan,nan,,nan,"('way', 1418760131)",ChIJ_U1X5C3It4kRkHgeApy75eU,Jean Jules Jusserand Memorial,4.4,12
