park,name,lat,lon,category,score,has_plaque,wikidata,wikipedia,image,operator,website,start_date,opening_hours,osmid,google_place_id,google_name,google_rating,google_ratings_total
"Gas Works Park, 2101, Fremont, Seattle, King County, Washington, 98103, United States",Gas Works Memorial Sundial,47.6453181,-122.336367,tourism,16.0,False,,,,,https://www.astro.washington.edu/users/woody/sundial_tour.html,,,"('node', 31096103)",ChIJf7BbsgIVkFQRlmFJ7KtVbh4,Gas Works Park,4.7,11024
"Gas Works Park, 2101, Fremont, Seattle, King County, Washington, 98103, United States",Kite Hill,47.64531717806799,-122.3363565715399,tourism,10.5,False,,,,,nan,,,"('way', 191328703)",ChIJCa6AMx0VkFQRwb3l6ntnsos,Kite Hill,4.7,3
"Gas Works Park, 2101, Fremont, Seattle, King County, Washington, 98103, United States",Lake View Point,47.6445799,-122.334518,tourism,10.5,False,,,,,nan,,,"('node', 3667766956)",ChIJ96yzJCUVkFQRYaSG6lYCVpk,Lakeview Blvd Viewpoint,4.5,22
"Gas Works Park, 2101, Fremont, Seattle, King County, Washington, 98103, United States",Lake Union,47.63999300446605,-122.33475473841395,natural,5.189,False,Q1993203,en:Lake Union,,,nan,,,"('relation', 2793813)",ChIJP1_YVQgVkFQRbXsKzWfrX-s,Lake Union,4.8,189
